mukey,pm_dom,comppct_dom,n_pm
2888410,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",70,2
2888413,"early Pleistocene age loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",65,3
2888416,"loamy alluvium derived from igneous, metamorphic and sedimentary rock",90,2
2888417,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",89,3
2888418,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",95,2
2888423,"early Pleistocene age loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",60,3
2888424,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",85,1
2888425,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",75,1
2888427,"early Pleistocene age loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",95,2
2888428,"loamy alluvium derived from igneous, metamorphic and sedimentary rock",55,2
2888429,"late Pleistocene age sandy alluvium derived from igneous, metamorphic and sedimentary rock",95,3
2888444,"loamy alluvium derived from igneous, metamorphic and sedimentary rock",95,2
2888455,"loamy alluvium derived from igneous, metamorphic and sedimentary rock",55,2
2888457,"late Pleistocene age sandy alluvium derived from igneous, metamorphic and sedimentary rock",95,3
2888459,"Holocene age clayey alluvium derived from igneous, metamorphic and sedimentary rock",38,4
2888462,"early Pleistocene age loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",65,2
2888463,"early Pleistocene age loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",60,2
2888466,"clayey alluvium derived from igneous, metamorphic and sedimentary rock",85,3
2888471,"loamy alluvium derived from igneous, metamorphic and sedimentary rock",85,2
2888483,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",60,1
2888487,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",90,1
2888502,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",65,1
2888507,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",65,1
2888508,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",80,1
2888518,"clayey alluvium derived from igneous, metamorphic and sedimentary rock",85,4
2888519,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",60,2
2888520,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",60,1
2888523,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",90,1
2888524,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",65,1
2888538,"loamy fluviomarine deposits derived from igneous, metamorphic and sedimentary rock",60,1
2893744,loamy marine deposits,85,1
2893758,loamy marine deposits,82,1
2893761,loamy marine deposits,82,1
2893773,loamy marine deposits,70,1
2893777,loamy marine deposits,70,1
2893780,loamy marine deposits,70,1
2893782,loamy marine deposits,70,1
2893791,loamy marine deposits,70,1
2893796,loamy marine deposits,70,1
2896650,acid coal extraction mine spoil derived from sandstone and shale,85,2
2896654,"nonacid coal extraction mine spoil derived from limestone, sandstone, and shale",95,2
2896656,acid coal extraction mine spoil derived from sandstone and shale,85,2
2896664,acid coal extraction mine spoil derived from shale and siltstone,100,1
2899432,colluvium derived from quartzite and/or sandstone and/or slope alluvium derived from quartzite and/or sandstone,35,3
2899442,loess influenced colluvium derived from limestone and/or or quartzite,40,3
2899447,loess influenced colluvium derived from limestone and dolomite and/or sedimentary rock,35,4
2899840,"calcareous coal extraction mine spoil derived from limestone, sandstone, and shale",90,2
2899901,"calcareous coal extraction mine spoil derived from limestone, sandstone, and shale",90,2
2899903,"calcareous coal extraction mine spoil derived from limestone, sandstone, and shale",90,2
2899919,acid coal extraction mine spoil derived from sandstone and shale,85,2
2899922,"calcareous coal extraction mine spoil derived from limestone, sandstone, and shale",90,2
2899954,"coal extraction mine spoil derived from limestone, sandstone, and shale",70,3
2899963,acid coal extraction mine spoil derived from sandstone and shale,85,2
2899975,"coal extraction mine spoil derived from limestone, sandstone, and shale",70,3
2899978,acid coal extraction mine spoil derived from sandstone and shale,80,2
2899980,acid coal extraction mine spoil derived from sandstone and shale,80,2
2900009,calcareous coal extraction mine spoil derived from mudstone,70,1
2900055,calcareous coal extraction mine spoil derived from mudstone,70,1
2900070,calcareous coal extraction mine spoil derived from mudstone,70,1
2900078,acid coal extraction mine spoil derived from shale and siltstone,100,1
2900106,acid coal extraction mine spoil derived from sandstone and shale,80,1
2900114,"coal extraction mine spoil derived from limestone, sandstone, and shale",70,1
2900117,calcareous coal extraction mine spoil derived from mudstone,70,1
2900119,"coal extraction mine spoil derived from limestone, sandstone, and shale",70,1
2900129,"coal extraction mine spoil derived from limestone, sandstone, and shale",70,1
2900175,"coal extraction mine spoil derived from limestone, sandstone, and shale",70,1
2900181,acid coal extraction mine spoil derived from sandstone and shale,80,1
2900245,acid clayey residuum weathered from clayey shale,80,3
2900250,fine-loamy residuum weathered from sandstone,85,4
2900262,fine-loamy colluvium derived from sedimentary rock,85,3
2900267,residuum weathered from sandstone and siltstone,80,4
2900268,residuum weathered from sandstone and siltstone,85,4
2900271,acid fine-loamy residuum weathered from shale and siltstone,50,3
2900272,acid fine-loamy residuum weathered from shale and siltstone,45,2
2900276,acid fine-loamy residuum weathered from shale and siltstone,50,4
2900283,residuum weathered from sandstone,85,3
2900303,residuum weathered from shale and siltstone,80,3
2900321,loamy residuum weathered from shale,60,3
2900323,fine-loamy residuum weathered from shale and siltstone,80,4
2900324,fine-loamy residuum weathered from shale and siltstone,80,4
2900325,acid fine-loamy residuum weathered from shale and siltstone,55,1
2900390,nonacid clayey glaciolacustrine deposits,90,2
2900391,till,90,1
2900393,till,90,2
2900399,loamy outwash,90,2
2900405,gravelly outwash,90,3
2900416,till,85,2
2900427,acid fine-loamy residuum weathered from shale and siltstone,45,4
2900440,loamy till over residuum weathered from sandstone and shale,95,1
2900450,till,90,1
2900451,till,90,1
2900462,human transported material,50,3
2900472,rivers streams ponds,100,1
2900473,loamy residuum weathered from shale,60,3
2900506,"calcareous coal extraction mine spoil derived from limestone, sandstone, and shale",100,1
2911041,colluvium over residuum weathered from limestone and dolomite,40,2
2911042,till over residuum weathered from limestone and dolomite,40,3
2911048,colluvium over residuum weathered from sedimentary rock,35,3
2911049,colluvium over residuum weathered from igneous and metamorphic rock,40,4
2912602,residuum weathered from shale,55,4
2917034,colluvium derived from limestone,40,3
2917036,colluvium derived from limestone,35,5
2917039,colluvium over residuum weathered from conglomerate and/or quartzite,30,4
2917055,loess influenced colluvium derived from sedimentary rock and/or metasedimentary rock,50,6
2917065,colluvium over residuum weathered from limestone and dolomite,40,4
2920731,eolian sands,85,2
2924635,till derived from granite,40,5
2924639,colluvium and/or slope alluvium over residuum weathered from granite,40,4
2924640,colluvium and/or slope alluvium over residuum weathered from granite,40,3
2924649,colluvium derived from metasedimentary rock over residuum weathered from metasedimentary rock,40,3
2924686,colluvium and/or reworked till derived from granite,70,2
2924690,talus derived from granite,30,4
2925105,slope alluvium derived from granite,60,2
2925209,colluvium derived from limestone and siltstone,35,4
2925488,sandy and loamy eolian deposits derived from sandstone,50,4
2925517,sodic sedimentary rock,75,7
2925534,alluvium derived from sedimentary rock,70,3
2934232,colluvium derived from sandstone and/or residuum weathered from sandstone,50,2
2934242,colluvium derived from sandstone and/or residuum weathered from sandstone,35,4
2934247,colluvium derived from granite and/or residuum weathered from granite,40,3
2934254,"residuum weathered from limestone, sandstone, and shale",80,3
2934255,colluvium derived from sandstone and/or residuum weathered from sandstone,90,2
2934256,colluvium derived from granite and/or limestone and sandstone and/or residuum weathered from granite and/or limestone and sandstone,60,3
2934258,colluvium derived from igneous and sedimentary rock and/or residuum weathered from igneous and sedimentary rock,50,4
2934259,colluvium derived from igneous and sedimentary rock and/or residuum weathered from igneous and sedimentary rock,60,2
2934261,residuum weathered from sandstone,60,1
2934262,alluvium derived from sandstone and/or residuum weathered from sandstone,70,3
2934263,residuum weathered from sandstone and/or granite and/or limestone,75,2
2934264,alluvium derived from sandstone and/or residuum weathered from sandstone,75,2
2934266,residuum weathered from sandstone,65,2
2934268,residuum weathered from sandstone,45,2
2934269,colluvium derived from limestone and sandstone and/or residuum weathered from limestone and sandstone,85,1
2934287,residuum weathered from sandstone and/or limestone,70,3
2934288,residuum weathered from sandstone and/or shale and/or limestone,70,2
2934291,colluvium derived from sandstone over residuum weathered from sandstone,45,3
2934293,residuum weathered from sandstone,90,2
2934294,colluvium derived from sandstone and shale and/or limestone and/or residuum weathered from sandstone and shale and/or limestone,40,2
2934295,residuum weathered from granite and/or sandstone and/or quartz-monzonite and/or limestone and/or conglomerate,50,3
2934297,residuum weathered from sandstone and/or granite and/or latite and/or andesite and/or shale,80,2
2934298,melt-out till,60,3
2934300,colluvium derived from sandstone and/or shale and/or limestone,90,1
2934305,melt-out till over residuum weathered from sandstone and shale,80,2
2934308,residuum weathered from sandstone and/or shale,80,2
2934314,residuum weathered from limestone,80,3
2934318,residuum weathered from limestone,50,3
2934324,alluvium,45,1
2934326,residuum weathered from granite,80,2
2934327,colluvium derived from granite and/or residuum weathered from granite,80,1
2934330,colluvium derived from granite and/or quartzite and/or residuum weathered from granite and/or quartzite,80,2
2934334,residuum weathered from granite and/or quartz-monzonite and/or quartz-diorite and/or gneiss,75,2
2934335,mixed alluvium,60,1
2934337,colluvium derived from granite and/or quartzite and/or sandstone and shale and/or residuum weathered from granite and/or quartzite and/or sandstone and shale,60,1
2934339,colluvium derived from granite and/or residuum weathered from granite,60,2
2934340,colluvium derived from granite and/or residuum weathered from granite,40,2
2934342,residuum weathered from granite and gneiss,90,2
2934343,colluvium derived from granite and/or quartz-diorite and/or quartz-monzonite and/or residuum weathered from granite and/or quartz-diorite and/or quartz-monzonite,90,2
2934344,colluvium derived from granite and gneiss and/or quartz-diorite and/or quartz-monzonite and/or residuum weathered from granite and gneiss and/or quartz-diorite and/or quartz-monzonite,50,2
2934345,residuum weathered from granite and/or quartz-diorite and/or quartz-monzonite,45,2
2934347,colluvium derived from granite and/or residuum weathered from granite,35,2
2934351,residuum weathered from quartz-diorite and/or quartz-monzonite and/or granite,45,3
2934374,alluvium derived from andesite and/or colluvium derived from andesite,50,3
2934379,mixed alluvium,50,1
2934382,Transported volcanic ash derived from tuff,50,3
2934385,residuum weathered from tuff,70,3
2934389,residuum weathered from tuff,80,2
2934390,residuum weathered from tuff and/or rhyolite,80,2
2934391,colluvium derived from tuff and/or residuum weathered from tuff,50,3
2934394,cinders derived from volcanic rock and/or residuum weathered from tuff,75,3
2934395,Aeolian volcanic ash derived from volcanic rock and/or Residuum volcanic ash derived from volcanic rock and/or Aeolian volcanic ash derived from tuff and/or residuum weathered from tuff,60,2
2934398,pumice derived from volcanic rock and/or cinders derived from volcanic rock,90,2
2934401,colluvium derived from tuff and/or residuum weathered from tuff,60,3
2934404,pumice derived from volcanic rock and/or cinders derived from volcanic rock,60,3
2934406,residuum weathered from tuff,80,2
2934407,colluvium derived from tuff and/or residuum weathered from tuff,80,3
2934409,mixed alluvium,45,2
2934410,colluvium derived from tuff and/or residuum weathered from tuff,95,1
2934411,residuum weathered from basalt and/or andesite and/or latite,40,3
2934413,colluvium derived from dacite and/or latite and/or andesite and/or residuum weathered from dacite and/or latite and/or andesite,80,3
2934417,residuum weathered from andesite and/or basalt,75,3
2934418,mixed alluvium derived from igneous and sedimentary rock,45,2
2934420,colluvium derived from andesite and/or latite and/or residuum weathered from andesite and/or latite,90,2
2934430,mixed alluvium derived from volcanic and sedimentary rock,50,2
2934432,colluvium derived from granite and/or quartzite,30,2
2934433,colluvium derived from granite,50,2
2934435,colluvium derived from igneous and metamorphic rock over residuum weathered from igneous and metamorphic rock,60,2
2934491,alluvium and colluvium derived from sandstone and shale,35,8
2934509,slope alluvium derived from sandstone and shale,45,2
2934512,stream alluvium derived from igneous and sedimentary rock,40,2
2934520,slope alluvium derived from sandstone and shale over residuum weathered from sandstone and shale,45,4
2934525,colluvium derived from sandstone and shale and/or residuum weathered from sandstone and shale,40,3
2934539,colluvium derived from granite over andesite,85,2
2934541,slope alluvium derived from tuff,50,6
2934586,slope alluvium derived from shale,55,5
2934609,slope alluvium over colluvium derived from rhyolite,65,4
2934621,fan alluvium derived from sandstone and shale,85,4
2936659,volcanic ash and loess over till derived from granite and/or gneiss and/or schist,55,1
2936672,volcanic ash and/or loess over till derived from granite and/or metamorphic rock,45,1
2936817,volcanic ash over residuum weathered from metasedimentary rock,85,1
2940815,loess over residuum,80,2
2942849,residuum weathered from sandstone,75,3
2943755,clayey till,60,2
2943756,clayey till,45,2
2943759,till,55,3
2943762,clayey till,60,3
2943763,clayey till,45,2
2943765,herbaceous organic material over sandy glaciolacustrine deposits over till,70,3
2943766,sandy outwash over till,60,3
2943768,sandy outwash over till,60,1
2943769,sandy outwash over till,60,1
2943770,herbaceous organic material over sandy glaciofluvial deposits,50,2
2943771,sandy glaciofluvial deposits,55,2
2943772,sandy glaciofluvial deposits,60,1
2943773,sandy glaciofluvial deposits,60,1
2943774,sandy and gravelly glaciofluvial deposits,55,3
2943780,sandy outwash over till,55,2
2943785,herbaceous organic material over till,50,2
2943794,sandy glaciofluvial deposits,55,1
2943808,clayey glaciolacustrine deposits,45,3
2943810,herbaceous organic material over till,50,2
2943812,herbaceous organic material,80,2
2943815,herbaceous organic material over clayey glaciolacustrine deposits over clayey till,50,4
2943819,organic materials mixed with alluvium,50,2
2943820,alluvium,50,2
2943822,till,55,4
2943825,till,40,4
2943827,loamy drift,25,5
2943829,sandy outwash over till,50,4
2943831,sandy outwash over till,25,6
2943832,herbaceous organic material over sandy glaciolacustrine deposits over till,35,6
2943834,sandy outwash over till,40,4
2943837,loamy till,40,3
2943842,glaciolacustrine deposits,45,2
2943848,herbaceous organic material,80,2
2943849,herbaceous organic material,50,3
2943852,herbaceous organic material,55,1
2943854,herbaceous organic material,60,1
2943857,sandy outwash,45,1
2943867,mossy organic material over herbaceous organic material,80,4
2944219,channery loamy local colluvium derived from sedimentary rock and/or channery loamy till derived from sedimentary rock,80,3
2944224,loamy till derived from sandstone and siltstone,50,3
2944257,reddish loamy till derived from sandstone and shale,75,4
2945911,herbaceous organic material,50,3
2945920,herbaceous organic material,50,3
2947231,herbaceous organic material over till,85,2
2947331,woody organic material,55,1
2950655,eolian sands,90,3
2950661,eolian sands,93,3
2951749,loamy fluviomarine deposits,85,2
2956233,slope alluvium and/or colluvium derived from interbedded sedimentary rock,30,2
2958637,slope alluvium over residuum weathered from sandstone and shale,35,2
2958641,colluvium over residuum weathered from sandstone and shale,40,1
2958642,colluvium and/or slope alluvium derived over residuum weathered from sedimentary rock,35,4
2958646,colluvium derived from sedimentary rock,40,2
2958676,slope alluvium and/or colluvium derived from interbedded sedimentary rock,45,3
2958679,colluvium derived from igneous rock and/or slope alluvium derived from igneous rock,35,1
2959831,colluvium derived from metamorphic rock over residuum weathered from metamorphic rock,50,2
2963846,colluvium derived from sandstone and/or siltstone over residuum weathered from siltstone,45,4
2963847,colluvium over residuum weathered from calcareous sandstone,35,5
2963849,colluvium derived from conglomerate and/or mudstone,40,7
2963873,colluvium derived from sandstone,30,3
2963880,colluvium derived from sandstone and/or chert,50,3
2965322,loamy alluvium,40,3
2968238,colluvium over residuum weathered from limestone and sandstone,40,3
2973883,residuum weathered from granite and gneiss and/or schist,85,3
2973888,loamy alluvium derived from igneous and metamorphic rock,92,1
2973889,mixed residuum weathered from igneous and metamorphic rock,95,2
2973892,mixed residuum weathered from igneous and metamorphic rock,95,2
2973902,residuum weathered from diorite and/or gabbro and/or diabase and/or hornblende gneiss,90,3
2973903,residuum weathered from diorite and/or gabbro and/or diabase and/or hornblende gneiss,90,3
2973904,residuum weathered from diorite and/or gabbro and/or diabase and/or hornblende gneiss,90,3
2973906,residuum weathered from gneiss and/or schist,90,3
2973907,residuum weathered from gneiss and/or schist,90,3
2973913,residuum weathered from diorite and/or diabase and/or gabbro and/or metamorphic rock,90,4
2973915,residuum weathered from igneous and metamorphic rock,90,4
2973916,residuum weathered from igneous and metamorphic rock,90,4
2973921,residuum weathered from granite and gneiss,91,1
2973922,residuum weathered from granite and gneiss,91,1
2973930,residuum weathered from diorite and/or gabbro and/or diabase and/or hornblende gneiss,65,3
2973931,residuum weathered from diorite and/or gabbro and/or diabase and/or hornblende gneiss,65,3
2973936,residuum weathered from gneiss and/or schist,92,3
2973938,residuum weathered from diorite and/or gabbro and/or diabase and/or gneiss,85,1
2973939,residuum weathered from diorite and/or gabbro and/or diabase and/or hornblende gneiss,80,2
2973940,residuum weathered from granite and gneiss and/or schist,95,2
2980434,alluvium,50,1
2980437,colluvium over till derived from rhyolite,35,1
2980438,colluvium over till derived from rhyolite,35,1
2980442,slide deposits derived from sedimentary rock,40,3
2980833,colluvium derived from quartzite,70,1
2980835,colluvium and/or slope alluvium derived from metamorphic and sedimentary rock,40,2
2980843,colluvium derived from limestone and/or dolomite,35,5
2980851,loess influenced colluvium derived from sedimentary rock,45,3
2980858,loess influenced colluvium derived from dolomite,45,4
2980882,loess influenced colluvium and/or slope alluvium derived from limestone and/or calcareous siltstone,40,4
2980887,colluvium over residuum weathered from quartzite and/or argillite,35,4
2983317,loess over red palesol and underlying subglacial till,80,3
2984242,loess influenced colluvium derived from sedimentary rock,30,5
2989732,slope alluvium and/or colluvium derived from limestone,60,5
2990840,slide deposits derived from igneous and sedimentary rock,55,2
2990863,slide deposits derived from igneous and sedimentary rock,90,2
2994949,loamy marine deposits,85,1
2994954,coarse-loamy fluviomarine deposits derived from sedimentary rock,80,2
2994982,loamy fluviomarine deposits derived from sedimentary rock,50,3
2994983,loamy fluviomarine deposits derived from sedimentary rock,80,1
2994988,loamy fluviomarine deposits over loamy to clayey fluviomarine deposits,85,1
2994990,fine-loamy fluviomarine deposits derived from sedimentary rock,75,1
2994998,sandy fluviomarine deposits derived from sedimentary rock,85,1
2994999,sandy fluviomarine deposits derived from sedimentary rock,85,1
2995003,loamy fluviomarine deposits over clayey fluviomarine deposits,80,2
2995014,loamy fluviomarine deposits,85,3
2995020,loamy fluviomarine deposits derived from sedimentary rock,50,4
2995022,loamy with a mixture of highly decomposed organic matter estuarine deposits and/or coarse-loamy estuarine deposits,80,3
2995024,coarse-loamy fluviomarine deposits over loamy fluviomarine deposits,45,2
2995028,sandy and loamy loamy marine deposits,80,2
2995029,sandy and loamy loamy marine deposits derived from sedimentary rock,85,1
2995030,sandy and loamy marine deposits,55,1
2995033,loamy alluvium derived from sedimentary rock,85,2
2995034,sandy marine deposits,85,1
2995046,clayey fluviomarine deposits,45,2
2995048,loamy fluviomarine deposits derived from sedimentary rock,85,1
2995049,clayey alluvium,50,2
2995052,clayey alluvium,80,3
2995056,loamy  over clayey fluviomarine deposits derived from sedimentary rock,85,2
2995059,Tertiary Age clayey fluviomarine deposits derived from sedimentary rock,45,4
2995061,coarse-loamy alluvium,35,4
2995062,coarse-loamy fluviomarine deposits derived from sedimentary rock,35,4
2995063,sandy and loamy marine deposits,60,3
2995064,sandy and loamy marine deposits,60,3
2995073,loamy fluviomarine deposits derived from sedimentary rock,80,2
2995082,loamy alluvium derived from sedimentary rock,5,1
2995246,colluvium over residuum weathered from limestone,45,3
2995290,volcanic ash over colluvium derived from metasedimentary rock,90,1
2995441,colluvium derived from quartzite,55,1
2995486,colluvium derived from metasedimentary rock,70,2
2995900,calcareous loess,40,5
2999062,acid coarse-loamy residuum weathered from sandstone,40,2
2999064,stony colluvium derived from interbedded sedimentary rock over silty and clayey residuum weathered from shale and siltstone,70,2
3005111,till derived from metasedimentary rock,35,3
3005129,volcanic ash over colluvium derived from sedimentary rock,35,5
3008165,sandy lacustrine deposits,90,1
3008716,silty alluvium,85,4
3009431,clayey marine deposits,90,2
3009438,clayey marine deposits,90,2
3009440,loamy alluvium over clayey fluviomarine deposits,90,3
3009442,loamy fluviomarine deposits over clayey fluviomarine deposits,66,3
3009446,loamy fluviomarine deposits over clayey fluviomarine deposits,66,3
3009447,clayey marine deposits,90,2
3009457,loamy alluvium,90,1
3009461,loamy alluvium,90,1
3010050,acid coal extraction mine spoil derived from sandstone and shale,84,3
3010085,acid coal extraction mine spoil derived from sandstone and siltstone,85,3
3010094,acid coal extraction mine spoil derived from sandstone and shale,85,2
3010137,acid coal extraction mine spoil derived from sandstone and shale,85,2
3010139,acid coal extraction mine spoil derived from sandstone and shale,85,2
3012686,loamy alluvium,90,3
3026512,sandy outwash,60,2
3026530,sandy outwash,60,2
3026534,sandy outwash,60,2
3037830,stony colluvium derived from interbedded sedimentary rock over silty and clayey residuum weathered from shale and siltstone,50,2
3037837,stony colluvium derived from interbedded sedimentary rock over silty and clayey residuum weathered from shale and siltstone,70,2
3039705,colluvium over residuum weathered from limestone,35,2
3041062,clayey marine deposits,90,2
3045874,sandy and loamy marine deposits,45,5
3045890,sandy and loamy marine deposits,45,4
3045899,sandy and loamy marine deposits over limestone,43,5
3045922,sandy and loamy marine deposits over limestone,85,3
3045925,sandy and loamy marine deposits over limestone,88,2
3050241,saprolite derived from granite and gneiss and/or saprolite derived from schist,95,2
3050243,saprolite derived from granite and gneiss and/or saprolite derived from schist,55,3
3050255,saprolitic residuum weathered from mica schist and/or other micaceous residuum weathered from metamorphic rock,88,3
3050261,saprolite derived from granite and gneiss and/or schist,60,3
3050267,residuum weathered from granite,55,3
3050271,residuum weathered from granite and gneiss,50,2
3050279,saprolite residuum weathered from granite and gneiss and/or saprolite residuum weathered from schist,60,2
3050323,loamy alluvium derived from igneous and metamorphic rock,90,1
3050324,mixed residuum weathered from igneous and metamorphic rock,95,2
3050325,mixed residuum weathered from igneous and metamorphic rock,95,2
3050327,mixed residuum weathered from igneous and metamorphic rock,95,2
3050334,residuum weathered from diorite and/or gabbro and/or diabase and/or hornblende gneiss,90,3
3050335,residuum weathered from diorite and/or gabbro and/or diabase and/or hornblende gneiss,95,2
3050346,residuum weathered from igneous rock and/or high-grade residuum weathered from metamorphic rock,85,4
3050360,residuum weathered from diabase and/or gabbro and/or diorite,87,4
3050373,loamy alluvium derived from igneous and metamorphic rock,90,2
3050376,residuum weathered from granite and gneiss and/or schist,95,2
3050377,residuum weathered from granite and gneiss and/or schist,95,2
3050532,loamy marine deposits,90,1
3053742,loamy till,55,4
3054876,loamy-skeletal coal extraction mine spoil derived from sandstone and siltstone,49,1
3054884,loamy-skeletal coal extraction mine spoil derived from sandstone and siltstone,50,1
3054907,loamy-skeletal residuum weathered from interbedded sedimentary rock,40,2
3054908,loamy-skeletal short range colluvium derived from interbedded sedimentary rock,50,2
3054909,loamy-skeletal colluvium derived from interbedded sedimentary rock,50,2
3054920,acid coarse-loamy residuum weathered from sandstone,41,2
3054923,loamy-skeletal colluvium derived from interbedded sedimentary rock,50,2
3054927,loamy-skeletal colluvium derived from interbedded sedimentary rock,50,2
3056485,till derived from sedimentary rock,70,1
3056486,outwash and/or alluvium derived from rhyolite,65,1
3056488,colluvium over residuum weathered from andesite and/or basalt and/or metamorphic and sedimentary rock,20,2
3056489,colluvium and/or till derived from rhyolite and/or rhyolitic tuff,20,2
3056490,colluvium and/or till,30,1
3056491,siliceous sinter or acid altered rhyolitic glaciofluvial deposits and/or outwash and/or alluvium,30,3
3056492,organic material over siliceous sinter or altered rhyolitic alluvium,25,3
3056493,alluvium and/or lacustrine deposits derived from rhyolite and/or rhyolitic tuff,55,1
3056495,alluvium and/or lacustrine deposits,55,1
3056496,outwash and/or alluvium derived from rhyolite and/or rhyolitic tuff,45,1
3056497,outwash and/or alluvium derived from rhyolite and/or rhyolitic tuff,60,1
3056498,till derived from rhyolite and/or rhyolitic tuff,45,1
3056499,acid-altered rhyolitic till and/or colluvium and/or alluvium,30,3
3056502,till and/or colluvium derived from rhyolite and/or rhyolitic tuff,50,1
3056503,till derived from tuff,50,1
3056504,till and/or colluvium derived from granite and/or dacite,55,2
3056505,colluvium derived from tuff and/or rhyolite,55,1
3056506,till derived from rhyolite and/or rhyolitic tuff,45,1
3056508,till derived from sedimentary rock,40,3
3056509,till derived from sedimentary rock,35,1
3056510,till derived from andesite and/or limestone,50,1
3056511,till derived from rhyolite and/or rhyolitic tuff,95,1
3056512,till derived from sedimentary rock,31,1
3056513,till derived from sedimentary rock,40,1
3056514,colluvium derived from sedimentary rock,45,1
3056515,debris flow deposits derived from sedimentary rock and/or rhyolite and/or rhyolitic tuff,45,1
3056516,alluvium derived from andesite and/or basalt and/or sedimentary rock,40,1
3056519,colluvium and/or till over residuum weathered from andesite,35,2
3056520,till derived from andesite and/or limestone,40,2
3056521,outwash and/or alluvium and/or slope alluvium derived from rhyolite and/or andesite and/or sedimentary rock,35,1
3056523,till derived from andesite and/or limestone,55,1
3056524,outwash and/or alluvium derived from rhyolite and/or rhyolitic tuff,40,1
3056525,alluvium derived from basalt and/or sedimentary rock,45,1
3056526,alluvium,41,2
3056528,till derived from andesite,40,1
3056529,colluvium and/or till derived from andesite and/or limestone,40,2
3056530,till derived from gneiss and/or schist,45,2
3056531,colluvium and/or till over residuum weathered from andesite and/or limestone,35,2
3056532,earthflow deposits derived from andesite and/or sedimentary rock,45,1
3056535,till derived from andesite,50,1
3056536,till and/or colluvium derived from andesite,20,2
3056537,colluvium and/or till derived from schist and/or gneiss and/or sedimentary rock,35,2
3056538,till and/or colluvium over residuum weathered from andesite,20,1
3056539,outwash and/or alluvium derived from andesite,45,2
3056540,till derived from rhyolite and/or tuff,32,2
3056543,till,31,1
3056544,outwash and/or alluvium derived from andesite and/or sedimentary rock,40,1
3056545,alluvium derived from andesite,40,1
3056547,till derived from sedimentary rock,50,1
3056548,till derived from rhyolite,50,2
3056550,alluvium derived from rhyolite and/or rhyolitic tuff,40,1
3056555,till derived from rhyolite over rhyolitic tuff,35,2
3056558,loess over till derived from rhyolite and/or rhyolitic tuff,50,2
3056559,till derived from basalt and/or rhyolitic tuff,40,1
3056560,till derived from andesite,55,1
3056561,slope alluvium and/or colluvium derived from andesite,40,2
3056562,loess over till derived from rhyolite,45,2
3056567,volcanic ash over alluvium and/or till,75,2
3057234,loess over till,85,4
3059814,flow deposits derived from basalt,90,1
3059815,residuum weathered from basalt,65,2
3059822,diatomeceous earth derived from basalt,30,1
3059826,colluvium derived from andesite,40,2
3059828,residuum weathered from basalt,60,1
3059829,residuum and/or residuum and/or residuum weathered from andesite,40,2
3059835,residuum weathered from basalt,40,2
3072834,loamy material over dense loamy till,75,1
3072835,loamy material over dense loamy till,75,1
3074038,loess influenced colluvium,35,4
3084832,colluvium and/or slope alluvium derived from sandstone and shale,35,1
3084833,colluvium and/or slope alluvium derived from sandstone and shale,50,1
3084838,colluvium and/or slope alluvium derived from sandstone and shale,35,1
3086031,clayey residuum weathered from acid shale,45,2
3086034,old fine-silty alluvium derived from shale and siltstone over residuum weathered from sandstone and shale,85,4
3086036,loamy residuum weathered from sandstone,85,3
3086039,loamy residuum weathered from sandstone,60,3
3086049,loamy alluvium derived from sandstone and shale,85,5
3086051,loamy residuum weathered from sandstone and shale,55,3
3086053,loamy residuum weathered from sandstone and shale,50,3
3086054,loamy residuum weathered from sandstone and shale,50,3
3086055,loamy residuum weathered from sandstone and shale,35,4
3086063,clayey residuum weathered from acid shale,50,2
3086178,clayey residuum weathered from acid shale,45,2
3086187,loamy residuum weathered from sandstone,50,2
3086189,"gravelly and stony, loamy residuum weathered from sandstone and siltstone",50,3
3086191,loamy colluvium derived from sandstone and shale,50,1
3086192,loamy colluvium derived from sandstone and shale,50,1
3086198,loamy residuum weathered from sandstone and shale,55,3
3086200,loamy residuum weathered from sandstone and shale,50,3
3086201,loamy residuum weathered from sandstone and shale,50,3
3086202,loamy residuum weathered from sandstone and shale,35,4
3086203,loamy residuum weathered from sandstone and shale,50,4
3086204,old fine-silty alluvium derived from shale and siltstone over residuum weathered from sandstone and shale,90,4
3086205,clayey residuum weathered from acid shale,90,3
